time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-06-11T23:15:06.180Z,-8.3071,106.2682,7,5.6,mww,,46,2.243,1.44,us,us20009lwc,2017-06-13T13:46:06.040Z,"107km SSW of Cibungur, Indonesia",earthquake,5.4,1.7,0.073,18,reviewed,us,us
2017-06-11T16:54:15.620Z,-19.9555,67.5725,10,4.9,mb,,78,3.96,1.12,us,us20009n0y,2017-06-22T20:47:26.040Z,"Mid-Indian Ridge",earthquake,6.8,1.9,0.168,14,reviewed,us,us
2017-06-11T16:53:31.400Z,28.9135,142.2566,25.73,4.5,mb,,133,1.812,0.72,us,us20009n14,2017-06-21T17:19:35.040Z,"202km N of Chichi-shima, Japan",earthquake,9.8,6.4,0.132,17,reviewed,us,us
2017-06-11T16:29:55.880Z,-6.8,-11.8117,10,5.1,mb,,73,2.766,0.74,us,us20009lv8,2017-06-21T16:39:57.040Z,"Ascension Island region",earthquake,9.6,1.8,0.054,110,reviewed,us,us
2017-06-11T15:24:06.380Z,16.6454,121.8047,10,4.6,mb,,95,6.178,0.55,us,us20009lv4,2017-06-21T16:17:49.040Z,"8km S of San Guillermo, Philippines",earthquake,6.8,1.9,0.107,26,reviewed,us,us
2017-06-11T14:20:41.580Z,-10.8836,162.1195,45.95,4.9,mb,,65,2.575,0.78,us,us20009luu,2017-06-21T15:08:26.040Z,"52km SSE of Kirakira, Solomon Islands",earthquake,6.1,6.2,0.059,89,reviewed,us,us
2017-06-11T13:18:26.370Z,-17.5365,-63.9347,10,5.1,mb,,34,3.143,1.22,us,us20009lup,2017-06-21T13:54:11.887Z,"18km SW of Villa Yapacani, Bolivia",earthquake,4.5,1.8,0.033,298,reviewed,us,us
2017-06-11T11:48:07.050Z,-14.9084,167.3527,132.57,5,mb,,52,5.837,0.81,us,us20009lue,2017-06-23T12:22:50.040Z,"36km ENE of Port-Olry, Vanuatu",earthquake,7.3,6.2,0.086,43,reviewed,us,us
2017-06-11T11:29:00.930Z,-22.8771,-66.2965,234.42,4.9,mb,,36,1.737,0.72,us,us20009lud,2017-06-23T12:20:56.040Z,"63km WSW of Abra Pampa, Argentina",earthquake,8.2,7.4,0.062,82,reviewed,us,us
2017-06-11T10:47:09.250Z,-13.6248,169.9542,10,4.7,mb,,278,8.762,1.06,us,us20009n0i,2017-06-23T12:07:26.040Z,"261km E of Sola, Vanuatu",earthquake,16.9,2,0.142,15,reviewed,us,us
2017-06-11T09:55:41.960Z,18.3034,-105.3405,26.23,4.5,mb,,227,4.115,1.24,us,us20009lu8,2017-06-23T07:11:26.040Z,"121km SSW of San Patricio, Mexico",earthquake,10,16.3,0.082,43,reviewed,us,us
2017-06-11T07:02:34.230Z,-4.4292,126.0668,415.97,4.8,mb,,31,4.706,0.74,us,us20009lty,2017-06-11T07:20:54.040Z,"87km SW of Leksula, Indonesia",earthquake,9.1,3.3,0.057,95,reviewed,us,us
2017-06-10T23:38:34.800Z,-22.7889,172.0568,10,4.6,mb,,246,3.953,0.77,us,us20009myf,2017-06-28T23:11:27.040Z,"43km S of Ile Hunter, New Caledonia",earthquake,9.3,2,0.182,9,reviewed,us,us
2017-06-10T22:13:33.570Z,25.7556,124.9188,127.26,4.7,mb,,49,2.153,0.64,us,us20009lt8,2017-06-28T23:37:29.040Z,"112km NNW of Hirara, Japan",earthquake,6,5.4,0.048,131,reviewed,us,us
2017-06-10T21:23:01.360Z,14.2285,-93.0898,10,4.9,mb,,135,1.045,0.68,us,us20009lt2,2017-07-05T05:06:34.040Z,"90km SW of Puerto Madero, Mexico",earthquake,5.5,1.7,0.034,273,reviewed,us,us
2017-06-10T20:38:18.560Z,50.6614,-130.0949,10,4.8,mwr,,115,1.249,0.88,us,us20009lss,2017-06-30T03:41:56.040Z,"189km W of Port Hardy, Canada",earthquake,5.3,1.8,0.065,23,reviewed,us,us
2017-06-10T18:47:31.030Z,14.319,-93.0161,10,5.5,mww,,67,1.296,0.96,us,us20009lsg,2017-06-13T17:00:22.870Z,"78km SW of Puerto Madero, Mexico",earthquake,6.3,1.8,0.054,33,reviewed,us,us
2017-06-10T16:19:53.290Z,-11.5026,166.4328,58.3,5.1,mb,,101,6.699,0.84,us,us20009ls1,2017-07-03T17:32:26.040Z,"108km SE of Lata, Solomon Islands",earthquake,8.1,5.7,0.066,74,reviewed,us,us
2017-06-10T16:09:21.520Z,-33.0553,-72.2455,10,4.5,mb,,139,0.511,1.21,us,us20009lrs,2017-07-03T17:30:20.765Z,"57km W of Valparaiso, Chile",earthquake,3.2,1.9,0.164,11,reviewed,us,us
2017-06-10T14:59:19.850Z,-15.0355,-174.1094,84.37,4.6,mb,,124,5.669,0.43,us,us20009my3,2017-07-03T17:22:39.040Z,"108km NNW of Hihifo, Tonga",earthquake,13.9,9.9,0.132,17,reviewed,us,us
2017-06-10T10:57:35.710Z,-47.5014,-13.545,10,5.1,mb,,74,15.944,0.67,us,us20009lq1,2017-06-10T11:15:56.040Z,"Southern Mid-Atlantic Ridge",earthquake,11.6,1.9,0.08,51,reviewed,us,us
2017-06-10T07:31:11.830Z,42.3569,144.895,26.62,4.5,mwr,,150,1.335,0.81,us,us20009lpx,2017-06-25T11:46:59.959Z,"80km SSE of Kushiro, Japan",earthquake,8.2,5.3,0.086,13,reviewed,us,us
2017-06-10T06:51:47.060Z,23.9189,123.6276,26.35,4.5,mb,,215,0.784,0.9,us,us20009mxu,2017-06-25T11:42:41.040Z,"71km SW of Ishigaki, Japan",earthquake,8.9,7.3,0.14,15,reviewed,us,us
2017-06-10T06:14:17.080Z,-16.8695,-173.2894,22.72,4.5,mb,,64,3.88,0.88,us,us20009mxs,2017-06-25T08:25:58.040Z,"113km SSE of Hihifo, Tonga",earthquake,12.3,4.8,0.132,17,reviewed,us,us
2017-06-10T05:42:14.370Z,-54.3483,-146.6776,10,5.6,mww,,37,22.146,0.4,us,us20009lpe,2017-06-25T07:54:03.708Z,"Pacific-Antarctic Ridge",earthquake,5.8,1.7,0.083,14,reviewed,us,us
2017-06-10T02:17:22.520Z,-18.591,-173.1179,64.26,4.6,mb,,123,8.435,0.76,us,us20009lp1,2017-06-10T04:12:57.040Z,"91km E of Neiafu, Tonga",earthquake,6.8,5.4,0.072,58,reviewed,us,us
2017-06-10T00:43:57.780Z,-18.4453,167.7862,13.03,4.8,mb,,110,3.028,0.84,us,us20009lnn,2017-06-10T01:31:27.040Z,"97km SW of Port-Vila, Vanuatu",earthquake,9.7,6.1,0.143,15,reviewed,us,us
2017-06-09T23:22:14.970Z,-54.2489,-135.6255,10,5.2,mb,,88,28.493,1.03,us,us20009mrt,2017-06-16T22:27:12.040Z,"Pacific-Antarctic Ridge",earthquake,14.1,1.9,0.139,17,reviewed,us,us
2017-06-09T21:17:40.390Z,11.6675,-72.2633,54.77,4.9,mb,,42,2.355,0.87,us,us20009lmm,2017-06-10T03:20:29.437Z,"5km S of Uribia, Colombia",earthquake,6,6.2,0.03,345,reviewed,us,us
2017-06-09T20:49:50.590Z,79.9394,0.6393,8.64,5.2,mb,,46,2.322,0.85,us,us20009lmi,2017-06-10T17:22:14.040Z,"Greenland Sea",earthquake,7.2,4.1,0.027,434,reviewed,us,us
2017-06-09T20:32:55.290Z,-10.2596,161.1927,47.92,5.2,mb,,34,1.473,0.77,us,us20009lmc,2017-06-10T17:10:57.040Z,"82km WNW of Kirakira, Solomon Islands",earthquake,8.9,5.4,0.043,179,reviewed,us,us
2017-06-09T19:34:14.350Z,40.219,142.6463,26.51,4.7,mb,,83,1.333,1.27,us,us20009llz,2017-06-10T16:51:41.040Z,"87km NE of Miyako, Japan",earthquake,5.3,5.2,0.047,138,reviewed,us,us
2017-06-09T17:16:32.960Z,-23.1273,-176.7811,176.78,4.7,mb,,50,7.219,1.04,us,us20009llb,2017-06-10T16:42:28.040Z,"268km SW of Vaini, Tonga",earthquake,9.1,6.7,0.051,118,reviewed,us,us
2017-06-09T15:34:42.310Z,-1.3391,120.6289,46.1,4.9,mb,,80,2.162,0.89,us,us20009lkk,2017-07-02T16:06:22.040Z,"9km NNW of Kasiguncu, Indonesia",earthquake,7.4,7.8,0.076,55,reviewed,us,us
2017-06-09T14:36:26.290Z,32.9925,130.0692,11.87,4.7,mb,,104,0.69,0.78,us,us20009lix,2017-06-18T10:33:22.461Z,"12km S of Kashima, Japan",earthquake,5.3,5.7,0.099,31,reviewed,us,us
2017-06-09T13:17:45.460Z,28.0901,104.9566,30.39,4.6,mb,,87,4.526,0.93,us,us20009mr9,2017-06-18T10:22:04.040Z,"26km N of Zhaxi, China",earthquake,12.7,6.5,0.182,9,reviewed,us,us
2017-06-09T12:58:22.270Z,5.4859,125.1386,10,5.2,mb,,44,1.633,1.4,us,us20009lil,2017-06-09T14:26:16.901Z,"25km WSW of Balangonan, Philippines",earthquake,4.1,1.8,0.048,145,reviewed,us,us
2017-06-09T01:33:05.960Z,-16.8547,-177.69,10,5.4,mwb,,114,4.162,1,us,us20009lfa,2017-07-01T02:22:24.302Z,"287km S of Sigave, Wallis and Futuna",earthquake,9.8,1.5,0.062,25,reviewed,us,us
2017-06-08T23:23:43.150Z,18.5048,147.107,13.3,5.4,mww,,37,3.482,0.52,us,usd0008367,2017-06-22T22:39:36.423Z,"147km ENE of Pagan, Northern Mariana Islands",earthquake,6.6,3.2,0.075,17,reviewed,us,us
2017-06-08T21:54:06.120Z,-23.2786,179.9442,524.37,4.7,mb,,95,5.783,0.94,us,us20009led,2017-06-09T04:05:44.040Z,"South of the Fiji Islands",earthquake,11.9,6.4,0.055,100,reviewed,us,us
2017-06-08T21:24:40.480Z,-9.6166,-78.963,35,4.8,mb,,143,3.145,0.96,us,us20009le5,2017-06-09T03:57:06.009Z,"72km SW of Chimbote, Peru",earthquake,6,1.8,0.051,120,reviewed,us,us
2017-06-08T17:01:19.350Z,19.33,-155.1206667,7.132,5.28,ml,66,135,0.04462,0.09,hv,hv61792931,2017-06-29T22:12:42.010Z,"18km SE of Volcano, Hawaii",earthquake,0.25,0.23,0.204,32,reviewed,hv,hv
2017-06-08T14:01:09.950Z,-7.9968,-75.8577,108.03,5.2,mww,,41,3.134,1.06,us,us20009lbk,2017-07-02T15:34:01.048Z,"75km ENE of Tocache Nuevo, Peru",earthquake,5.9,3.9,0.052,35,reviewed,us,us
2017-06-08T13:48:50.040Z,-22.1338,-70.1446,69.47,4.9,mww,,111,0.199,1.32,us,us20009lbi,2017-07-02T15:28:37.639Z,"7km SE of Tocopilla, Chile",earthquake,6.8,5,0.093,11,reviewed,us,us
2017-06-08T13:05:02.580Z,-21.723,-68.5084,130.22,4.6,mb,,51,0.685,1.23,us,us20009lbc,2017-07-02T15:21:06.040Z,"93km NNE of Calama, Chile",earthquake,6.4,6.1,0.08,47,reviewed,us,us
2017-06-08T04:27:43.330Z,-4.0532,-80.4516,57.26,4.5,mb,,147,1.931,0.69,us,us20009mng,2017-06-28T00:02:46.040Z,"31km E of Papayal, Peru",earthquake,3,8.3,0.091,35,reviewed,us,us
2017-06-08T01:11:56.990Z,-12.9311,169.1607,650.5,4.5,mb,,109,9.82,0.5,us,us20009mnc,2017-06-27T03:56:56.040Z,"203km ENE of Sola, Vanuatu",earthquake,12.3,9.6,0.1,29,reviewed,us,us
2017-06-08T00:56:54.010Z,33.6171,91.0602,10,4.6,mb,,51,3.902,0.59,us,us20009l7r,2017-06-24T01:44:53.040Z,"138km WSW of Tanggulashan, China",earthquake,4.7,1.8,0.066,68,reviewed,us,us
2017-06-08T00:25:29.650Z,35.5843,140.7052,37.25,4.9,mwr,,109,2.242,0.85,us,us20009l7c,2017-06-24T01:24:23.523Z,"15km SSE of Asahi, Japan",earthquake,5.9,5.5,0.066,22,reviewed,us,us
2017-06-07T23:23:28.350Z,34.9242,-151.7211,10,4.9,mb,,79,14.298,0.45,us,us20009l74,2017-06-25T04:52:52.040Z,"North Pacific Ocean",earthquake,11.3,1.8,0.045,152,reviewed,us,us
2017-06-07T21:07:45.620Z,-17.7931,-178.8103,540.11,5,mb,,28,2.989,0.86,us,us20009l6m,2017-06-22T05:29:53.040Z,"245km SE of Lambasa, Fiji",earthquake,9.7,5.5,0.047,145,reviewed,us,us
2017-06-07T18:25:40.740Z,41.4581,45.9224,10,4.7,mb,,55,0.576,1.33,us,us20009l5y,2017-06-08T15:26:44.366Z,"18km SSW of Tsnori, Georgia",earthquake,5.5,1.9,0.076,53,reviewed,us,us
2017-06-07T17:20:40.380Z,84.6595,104.0155,10,4.9,mb,,72,13.783,1,us,us20009l51,2017-06-07T20:14:26.040Z,"North of Severnaya Zemlya",earthquake,10.6,1.9,0.038,222,reviewed,us,us
2017-06-07T16:22:24.310Z,51.584,-178.4176,13.82,4.8,mb,,126,0.249,0.86,us,us20009l4x,2017-06-15T02:33:51.040Z,"38km SSW of Tanaga Volcano, Alaska",earthquake,4.7,4.4,0.037,227,reviewed,us,us
2017-06-07T14:18:53.490Z,2.3502,126.8343,57.56,4.8,mb,,100,1.655,0.82,us,us20009l3s,2017-06-24T12:32:52.040Z,"147km WNW of Tobelo, Indonesia",earthquake,8.4,7,0.074,57,reviewed,us,us
2017-06-07T13:21:22.720Z,-34.4233,-179.1014,10,4.6,mb,,158,3.771,1.45,us,us20009m5y,2017-06-24T12:21:32.040Z,"South of the Kermadec Islands",earthquake,9.8,1.9,0.173,10,reviewed,us,us
2017-06-07T12:23:28.840Z,-10.3622,161.4275,59.53,5,mb,,89,1.722,0.61,us,us20009l3e,2017-06-07T12:42:54.040Z,"54km W of Kirakira, Solomon Islands",earthquake,8.4,4.7,0.048,137,reviewed,us,us
2017-06-07T10:13:40.960Z,-18.5608,167.7499,23.04,4.9,mwr,,92,2.256,0.75,us,us20009l34,2017-06-07T10:41:49.040Z,"109km SSW of Port-Vila, Vanuatu",earthquake,8.2,6,0.08,15,reviewed,us,us
2017-06-07T09:52:20.500Z,-22.4948,171.228,61.83,4.7,mb,,109,3.134,0.71,us,us20009l31,2017-06-07T10:13:50.040Z,"85km W of Ile Hunter, New Caledonia",earthquake,10,7.8,0.095,34,reviewed,us,us
2017-06-07T09:06:15.100Z,57.129,-34.0431,10,5.1,mb,,47,7.107,0.77,us,us20009l2y,2017-07-05T12:41:42.040Z,"Reykjanes Ridge",earthquake,6.4,1.7,0.025,507,reviewed,us,us
2017-06-07T04:33:19.650Z,-17.8997,-73.6328,25.68,4.9,mb,,131,3.219,0.78,us,us20009l2b,2017-06-27T03:49:46.040Z,"171km SW of Camana, Peru",earthquake,8.7,5.5,0.04,194,reviewed,us,us
2017-06-07T00:27:19.270Z,56.9802,162.7941,31.45,5.1,mb,,62,4.627,0.97,us,us20009l1i,2017-06-13T21:26:50.040Z,"86km NNE of Ust'-Kamchatsk Staryy, Russia",earthquake,7.7,4.4,0.028,415,reviewed,us,us
2017-06-06T23:54:55.020Z,-3.2602,148.6732,23,5.4,mww,,31,6.286,0.65,us,us20009l19,2017-06-13T04:13:34.040Z,"207km SE of Lorengau, Papua New Guinea",earthquake,9.4,1.9,0.08,15,reviewed,us,us
2017-06-06T23:13:32.350Z,-29.0682,61.3874,10,4.5,mb,,115,14.977,0.72,us,us20009lz8,2017-06-13T03:53:00.040Z,"Southwest Indian Ridge",earthquake,13,1.8,0.172,10,reviewed,us,us
2017-06-06T18:12:28.460Z,30.7776,51.6669,10,4.9,mb,,42,7.061,0.73,us,us20009kzm,2017-06-18T13:11:51.164Z,"14km NNE of Yasuj, Iran",earthquake,5.6,1.7,0.041,191,reviewed,us,us
2017-06-06T17:35:08.160Z,-22.9145,-68.5817,94.98,5.3,mww,,40,0.373,1.23,us,us20009kzf,2017-07-01T22:12:24.693Z,"37km W of San Pedro de Atacama, Chile",earthquake,5.1,3.2,0.065,23,reviewed,us,us
2017-06-06T15:14:59.570Z,-1.2843,120.5419,10,4.5,mb,,81,2.242,0.81,us,us20009kxg,2017-06-20T20:12:50.040Z,"19km NW of Kasiguncu, Indonesia",earthquake,6.4,1.9,0.136,16,reviewed,us,us
2017-06-06T13:48:17.680Z,-28.1768,-176.7817,11.74,4.5,mb,,150,1.465,1.31,us,us20009lz0,2017-06-19T17:18:01.040Z,"162km NE of Raoul Island, New Zealand",earthquake,14,7.9,0.145,14,reviewed,us,us
2017-06-06T08:38:44.560Z,-18.9564,-172.7331,36.2,4.7,mb,,107,2.657,0.38,us,us20009lyw,2017-06-18T10:10:07.040Z,"136km ESE of Neiafu, Tonga",earthquake,13.2,9.5,0.153,13,reviewed,us,us
2017-06-06T07:22:57.870Z,-6.2687,147.763,58.81,4.7,mb,,106,3.172,0.97,us,us20009kvy,2017-06-18T09:55:43.040Z,"38km NNW of Finschhafen, Papua New Guinea",earthquake,9,7.1,0.088,39,reviewed,us,us
2017-06-06T04:38:38.700Z,-49.7146,164.0124,21.59,4.5,mb,,107,5.713,0.9,us,us20009lyt,2017-06-27T03:29:55.040Z,"187km NW of Auckland Island, New Zealand",earthquake,9.1,6.2,0.18,9,reviewed,us,us
2017-06-06T03:22:05.280Z,-60.7305,-26.0842,35.33,4.9,mb,,120,8.543,0.82,us,us20009lzc,2017-06-27T01:18:14.040Z,"190km S of Bristol Island, South Sandwich Islands",earthquake,12.2,10,0.117,23,reviewed,us,us
2017-06-05T23:33:36.060Z,-21.3374,-178.2478,448.8,4.5,mb,,105,4.993,0.82,us,us20009lkg,2017-06-10T03:44:10.040Z,"89km SSE of Ndoi Island, Fiji",earthquake,13,8.3,0.083,43,reviewed,us,us
2017-06-05T23:02:06.680Z,-3.3929,153.6395,361.11,4.5,mb,,79,8.679,0.6,us,us20009kuj,2017-06-06T03:59:50.040Z,"136km NNE of Taron, Papua New Guinea",earthquake,11.1,7.8,0.061,79,reviewed,us,us
2017-06-05T14:46:09.990Z,0.3057,99.5322,105.92,4.6,mb,,153,1.507,0.7,us,us20009lk7,2017-06-19T13:53:27.040Z,"85km WNW of Bonjol, Indonesia",earthquake,7.3,6.5,0.152,13,reviewed,us,us
2017-06-05T13:43:55.820Z,52.7553,-174.382,220.88,4.6,mb,,138,2.725,0.84,us,us20009ks2,2017-06-19T13:10:12.040Z,"63km N of Atka, Alaska",earthquake,9.1,7.7,0.036,235,reviewed,us,us
2017-06-05T13:07:45.280Z,17.2351,-84.7502,5.88,4.6,mb,,46,3.986,1.03,us,us20009krt,2017-06-19T13:07:54.040Z,"89km WSW of Great Swan Island, Honduras",earthquake,7.2,2,0.033,276,reviewed,us,us
2017-06-05T12:31:33.060Z,-57.552,-66.4253,10,4.9,mb,,132,2.711,0.64,us,us20009krn,2017-06-18T09:48:28.040Z,"Drake Passage",earthquake,10.2,1.9,0.107,27,reviewed,us,us
2017-06-05T12:31:26.040Z,-35.2246,-111.0217,10,4.5,mb,,160,8.153,1.11,us,us20009lk8,2017-06-18T09:47:15.040Z,"Southern East Pacific Rise",earthquake,15.3,1.9,0.164,11,reviewed,us,us
2017-06-05T11:34:11.290Z,-4.072,-80.3583,49,5.6,mww,,25,0.596,1.05,us,us20009kr6,2017-06-18T06:54:49.412Z,"41km E of Papayal, Peru",earthquake,7.3,1.9,0.045,47,reviewed,us,us
2017-06-05T07:51:06.920Z,52.3178,-170.4297,44.3,4.7,mb,,171,0.602,1.08,us,us20009kqt,2017-06-05T15:31:36.587Z,"39km SSE of Yunaska Island, Alaska",earthquake,7.9,7.2,0.031,316,reviewed,us,us
2017-06-05T04:00:06.960Z,50.8374,179.4262,10,4.6,mb,,186,0.546,0.88,us,us20009kqc,2017-06-13T02:09:49.040Z,"113km WSW of Amatignak Island, Alaska",earthquake,4.7,1.9,0.039,200,reviewed,us,us
2017-06-05T02:05:39.470Z,53.746,170.7696,10,4.5,mb,,149,2.245,0.91,us,us20009kph,2017-06-13T02:00:32.040Z,"189km WNW of Attu Station, Alaska",earthquake,8,1.9,0.064,72,reviewed,us,us
