time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-06-21T05:25:07.820Z,0.977,98.3729,59.36,4.7,mb,,151,0.86,0.71,us,us20009nu7,2017-06-21T07:40:13.040Z,"95km SSW of Sibolga, Indonesia",earthquake,9.1,9.2,0.138,16,reviewed,us,us
2017-06-21T02:19:13.470Z,-30.4449,-177.1777,10,4.8,mb,,85,1.362,0.71,us,us20009q1f,2017-06-29T01:25:37.040Z,"148km SSE of Raoul Island, New Zealand",earthquake,7.8,1.9,0.1,31,reviewed,us,us
2017-06-20T20:43:41.600Z,-7.6085,127.5497,173.05,4.7,mb,,51,3.733,0.91,us,us20009nsy,2017-06-26T18:49:56.040Z,"241km ENE of Dili, East Timor",earthquake,7.1,5.2,0.097,32,reviewed,us,us
2017-06-20T20:33:55.690Z,-6.3593,150.5065,71.76,4.5,mb,,156,4.488,0.91,us,us20009nss,2017-06-26T18:58:56.040Z,"98km SSE of Kimbe, Papua New Guinea",earthquake,14.8,10,0.124,19,reviewed,us,us
2017-06-20T19:59:09.990Z,-20.6432,-69.9253,60.71,4.6,mb,,69,0.251,1.15,us,us20009nsd,2017-06-26T19:02:28.187Z,"51km SSE of Iquique, Chile",earthquake,4.4,7.4,0.314,3,reviewed,us,us
2017-06-20T19:01:17.360Z,19.38,-74.1348,10,4.7,mb,,38,1.068,0.98,us,us20009nru,2017-06-26T19:18:16.771Z,"80km N of Jeremie, Haiti",earthquake,4.7,1.9,0.072,58,reviewed,us,us
2017-06-20T18:21:41.480Z,-4.1416,102.1333,62.06,5.1,mb,,54,0.848,1.12,us,us20009nrs,2017-06-26T19:29:31.977Z,"40km SSW of Bengkulu, Indonesia",earthquake,7.4,1.9,0.053,116,reviewed,us,us
2017-06-20T15:27:29.530Z,84.9774,6.6906,10,4.9,mb,,63,6.139,0.73,us,us20009nra,2017-06-20T18:36:54.040Z,"North of Svalbard",earthquake,9.7,1.9,0.034,274,reviewed,us,us
2017-06-20T14:47:46.950Z,2.3178,128.5733,35,5,mb,,67,1.952,0.72,us,us20009nr6,2017-06-20T16:29:05.040Z,"90km NE of Tobelo, Indonesia",earthquake,5,1.9,0.058,95,reviewed,us,us
2017-06-20T14:27:41.520Z,32.8813,132.028,45.31,5,mww,,101,0.997,0.74,us,us20009npy,2017-06-24T22:23:47.303Z,"14km ESE of Saiki, Japan",earthquake,4.8,5.8,0.086,13,reviewed,us,us
2017-06-20T13:40:02.570Z,-6.2287,149.7781,57.23,4.7,mb,,95,4.084,0.8,us,us20009npu,2017-06-20T16:01:00.040Z,"25km E of Kandrian, Papua New Guinea",earthquake,10.6,7.5,0.093,35,reviewed,us,us
2017-06-20T13:02:29.310Z,-56.0508,-27.439,84.29,5.2,mb,,59,5.481,0.54,us,us20009npr,2017-06-20T16:53:06.040Z,"73km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,10,4.8,0.067,73,reviewed,us,us
2017-06-20T12:54:36.480Z,-56.2634,-27.0808,60.56,5.3,mb,,43,5.731,0.8,us,us20009npn,2017-06-20T13:15:45.040Z,"49km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,10,5.3,0.056,109,reviewed,us,us
2017-06-20T12:40:14.080Z,-6.6569,154.7854,55.53,4.7,mb,,49,5.81,0.76,us,us20009npl,2017-06-20T13:46:33.040Z,"86km WSW of Panguna, Papua New Guinea",earthquake,8.5,7.3,0.055,101,reviewed,us,us
2017-06-20T11:41:24.380Z,-6.0636,130.5303,142.97,5,mb,,52,2.053,0.98,us,us20009npc,2017-06-20T12:02:02.040Z,"225km NNW of Saumlaki, Indonesia",earthquake,7.4,5.2,0.072,61,reviewed,us,us
2017-06-20T09:01:48.460Z,-24.4863,-179.3693,535.2,4.7,mb,,105,4.911,0.54,us,us20009np1,2017-06-20T09:18:10.040Z,"South of the Fiji Islands",earthquake,15.2,10.9,0.147,14,reviewed,us,us
2017-06-20T08:50:40.090Z,23.0408,94.4765,94.73,4.6,mb,,147,1.194,0.57,us,us20009pbi,2017-06-30T07:39:37.040Z,"65km S of Mawlaik, Burma",earthquake,7.4,11.1,0.173,10,reviewed,us,us
2017-06-19T22:45:45.480Z,-24.2712,-67.0188,170.46,4.7,mwr,,38,1.69,1,us,us20009nn3,2017-06-26T04:06:08.040Z,"71km W of San Antonio de los Cobres, Argentina",earthquake,7.8,6.2,,,reviewed,us,guc
2017-06-19T22:11:15.560Z,-56.4518,-25.1452,10,4.9,mb,,67,6.821,0.82,us,us20009pax,2017-06-26T03:59:40.040Z,"129km ENE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,11.8,1.8,0.095,35,reviewed,us,us
2017-06-19T20:52:28.400Z,11.0339,57.3606,10,4.6,mb,,121,13.881,0.76,us,us20009nmp,2017-06-20T14:24:17.040Z,"Owen Fracture Zone region",earthquake,11.9,1.9,0.073,57,reviewed,us,us
2017-06-19T20:39:23.690Z,-14.408,167.4157,175.11,4.5,mb,,112,6.336,0.59,us,us20009nmj,2017-06-20T15:38:10.541Z,"59km SSW of Sola, Vanuatu",earthquake,12.5,7.6,0.058,89,reviewed,us,us
2017-06-19T20:32:26.010Z,26.7036,129.6173,10,4.8,mb,,75,1.209,0.65,us,us20009nmi,2017-06-20T14:09:38.040Z,"163km E of Nago, Japan",earthquake,5.7,1.8,0.068,68,reviewed,us,us
2017-06-19T20:24:13.820Z,52.5836,-173.8446,192.69,4.5,mb,,163,1.445,0.77,us,us20009nmc,2017-06-20T15:08:45.040Z,"49km NNE of Atka, Alaska",earthquake,10.1,8.9,0.058,86,reviewed,us,us
2017-06-19T19:50:37.830Z,-21.1453,-178.8132,575.1,4.5,mb,,113,4.492,0.58,us,us20009nm4,2017-06-20T13:23:44.040Z,"56km SSW of Ndoi Island, Fiji",earthquake,11.1,8.4,0.057,91,reviewed,us,us
2017-06-19T14:55:50.220Z,-19.169,-69.4013,114.73,4.5,mwr,,90,0.533,0.73,us,us20009nlb,2017-07-02T18:46:18.928Z,"108km S of Putre, Chile",earthquake,5.3,5.5,,,reviewed,us,guc
2017-06-19T13:51:54.570Z,-15.2825,-173.4035,25.94,4.5,mb,,113,2.083,0.56,us,us20009nl6,2017-07-02T17:58:41.040Z,"82km NNE of Hihifo, Tonga",earthquake,13.4,7.4,0.098,31,reviewed,us,us
2017-06-19T12:17:27.320Z,-56.3899,-25.7574,38.6,4.9,mb,,152,6.476,0.7,us,us20009pb2,2017-06-30T07:26:39.040Z,"95km ENE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,12,8.8,0.123,21,reviewed,us,us
2017-06-19T10:32:30.520Z,12.6991,144.3223,10,4.6,mb,,65,1.032,1.33,us,us20009nkf,2017-06-19T11:15:36.389Z,"73km SSW of Merizo Village, Guam",earthquake,6.8,1.7,0.132,17,reviewed,us,us
2017-06-19T09:15:43.570Z,-20.7303,-176.4767,263.52,5.8,mww,,51,5.96,1.48,us,us20009nju,2017-06-20T21:42:26.040Z,"139km WNW of Havelu, Tonga",earthquake,8.4,5.6,,,reviewed,us,us
2017-06-19T07:13:08.400Z,-15.1206,-173.5304,10,4.9,mb,,83,2.081,0.89,us,us20009njc,2017-06-19T07:46:24.040Z,"94km NNE of Hihifo, Tonga",earthquake,10.8,1.9,0.04,192,reviewed,us,us
2017-06-19T04:55:37.460Z,38.0599,21.1517,14.78,4.5,mb,,75,1.072,0.87,us,us20009niz,2017-06-26T02:55:56.318Z,"14km N of Kyllini, Greece",earthquake,4.6,4.9,0.081,44,reviewed,us,us
2017-06-19T04:39:08.960Z,-7.5021,118.3251,570.65,4.7,mb,,50,2.849,1.04,us,us20009nix,2017-06-26T02:32:02.040Z,"87km NNW of Sampungu, Indonesia",earthquake,9.7,5.7,0.067,68,reviewed,us,us
2017-06-19T04:16:34.420Z,-3.6098,-77.1071,106.49,4.6,mb,,90,2.429,0.62,us,us20009nir,2017-06-26T02:18:55.040Z,"142km NNW of Barranca, Peru",earthquake,7.5,8.7,0.04,189,reviewed,us,us
2017-06-19T03:14:17.020Z,11.6661,-87.3002,35,4.6,mb,,150,1.016,1.06,us,us20009nii,2017-06-26T01:30:18.506Z,"86km W of Masachapa, Nicaragua",earthquake,2.1,2,0.044,154,reviewed,us,us
2017-06-19T02:52:07.760Z,1.8825,90.9994,10.92,4.6,mb,,95,6.598,0.86,us,us20009nie,2017-06-26T01:17:03.040Z,"North Indian Ocean",earthquake,9.7,4.6,0.079,48,reviewed,us,us
2017-06-19T02:19:33.150Z,79.5442,4.3116,10,4.5,mb,,86,1.566,0.8,us,us20009nib,2017-06-25T23:20:57.040Z,"284km NW of Longyearbyen, Svalbard and Jan Mayen",earthquake,9.9,1.9,0.069,62,reviewed,us,us
2017-06-18T22:35:46.450Z,24.6337,93.9778,22.07,4.6,mb,,89,0.498,0.8,us,us20009nhw,2017-06-19T04:09:43.091Z,"3km W of Thoubal, India",earthquake,6.7,5.5,0.072,58,reviewed,us,us
2017-06-18T20:51:32.690Z,37.1337,140.6601,36.09,4.5,mb,,135,0.741,1.29,us,us20009nhh,2017-06-21T06:39:12.538Z,"18km E of Ishikawa, Japan",earthquake,5.9,5.3,0.084,41,reviewed,us,us
2017-06-18T19:06:37.040Z,-23.9377,-179.4445,536.27,4.7,mb,,128,6.591,0.9,us,us20009nh0,2017-06-18T19:20:17.040Z,"South of the Fiji Islands",earthquake,14.6,10.1,0.08,48,reviewed,us,us
2017-06-18T18:47:15.790Z,-30.2347,-177.5208,10,5.1,mb,,130,1.048,0.72,us,us20009ngx,2017-06-18T19:06:27.040Z,"113km SSE of Raoul Island, New Zealand",earthquake,10,1.8,0.094,37,reviewed,us,us
2017-06-18T16:17:25.770Z,-3.5202,131.2089,12.81,5.2,mb,,33,1.197,0.56,us,us20009ngf,2017-07-02T15:22:31.701Z,"255km E of Amahai, Indonesia",earthquake,5.6,3.3,0.052,123,reviewed,us,us
2017-06-18T15:45:31.360Z,-16.6546,-176.9637,30.51,4.6,mb,,184,28.37,0.39,us,us20009p97,2017-07-02T14:32:16.040Z,"290km SSE of Sigave, Wallis and Futuna",earthquake,17.6,8.3,0.146,14,reviewed,us,us
2017-06-18T13:31:04.540Z,-21.2877,33.3545,10,4.6,mb,,52,6.215,0.57,us,us20009p9n,2017-06-28T19:20:15.040Z,"143km SSE of Chipinge, Zimbabwe",earthquake,9.4,1.9,0.223,6,reviewed,us,us
2017-06-18T11:18:55.300Z,25.5468,142.7621,36.23,4.8,mb,,102,1.627,0.67,us,us20009nf9,2017-06-30T06:49:09.040Z,"167km ENE of Iwo Jima, Japan",earthquake,10.3,7.2,0.07,63,reviewed,us,us
2017-06-18T09:06:56.500Z,61.023,-27.8559,7.19,5.1,mww,,37,4.783,0.57,us,us20009new,2017-06-30T06:20:15.040Z,"Iceland region",earthquake,7.7,3.7,0.065,23,reviewed,us,us
2017-06-18T04:41:00.380Z,-32.1277,-71.9972,22.41,4.5,mwr,,93,0.942,1.1,us,us20009ne1,2017-06-23T04:26:13.925Z,"80km WNW of La Ligua, Chile",earthquake,3.3,4.8,0.035,78,reviewed,us,us
2017-06-17T22:50:32.750Z,-5.58,151.811,35,4.9,mb,,46,1.282,0.7,us,us20009ncg,2017-07-01T04:06:32.040Z,"144km SSW of Kokopo, Papua New Guinea",earthquake,8.6,1.9,0.062,81,reviewed,us,us
2017-06-17T22:26:01.990Z,-24.0934,179.6059,511,6.1,mww,,13,5.584,0.82,us,us20009nc2,2017-07-02T04:27:45.599Z,"South of the Fiji Islands",earthquake,9,1.9,0.053,34,reviewed,us,us
2017-06-17T20:57:32.190Z,3.7953,64.0246,10,4.5,mb,,154,9.544,0.83,us,us20009p33,2017-07-01T23:49:15.040Z,"Carlsberg Ridge",earthquake,13,1.9,0.08,46,reviewed,us,us
2017-06-17T20:19:36.260Z,52.9133,171.0925,35.95,4.6,mb,,100,1.834,0.57,us,us20009nbi,2017-07-01T23:19:50.040Z,"141km W of Attu Station, Alaska",earthquake,7.9,6.4,0.048,132,reviewed,us,us
2017-06-17T19:50:04.790Z,38.8866,26.4187,7.82,5.2,mww,,28,1.72,0.69,us,us20009nb8,2017-07-01T04:27:26.571Z,"10km SSE of Plomarion, Greece",earthquake,4.8,3.4,0.041,58,reviewed,us,us
2017-06-17T16:37:20.780Z,-16.1711,167.87,155.49,5.1,mb,,61,4.62,0.99,us,us20009na7,2017-06-17T16:52:51.040Z,"48km E of Lakatoro, Vanuatu",earthquake,9.3,3.5,0.079,51,reviewed,us,us
2017-06-17T15:35:59.560Z,-22.8396,-68.8819,104.7,4.6,mb,,41,0.227,0.8,us,us20009na5,2017-06-17T15:49:27.040Z,"41km S of Calama, Chile",earthquake,6.5,6.6,0.165,11,reviewed,us,us
2017-06-17T15:13:41.790Z,-5.9673,153.5789,10.69,4.7,mb,,123,7.22,1.14,us,us20009na3,2017-06-17T15:58:42.040Z,"176km SSE of Taron, Papua New Guinea",earthquake,11.6,5.9,0.121,21,reviewed,us,us
2017-06-17T15:00:37.660Z,9.3259,-84.6588,11.47,4.6,mb,,200,0.334,1.13,us,us20009na1,2017-06-20T04:28:51.769Z,"32km S of Jaco, Costa Rica",earthquake,2.2,8,0.136,16,reviewed,us,us
2017-06-17T14:23:52.860Z,-2.5835,121.7539,54.71,4.8,mb,,63,1.838,1.23,us,us20009n9x,2017-06-17T14:43:22.040Z,"73km E of Malili, Indonesia",earthquake,6.7,4,0.107,27,reviewed,us,us
2017-06-17T13:47:38.150Z,11.2778,-86.6997,28.31,5.4,mww,,135,1.521,1.12,us,us20009n9r,2017-06-20T17:32:18.040Z,"59km SSW of Masachapa, Nicaragua",earthquake,6.5,5.4,,,reviewed,us,us
2017-06-17T11:07:08.110Z,-6.0305,149.8777,58.73,4.8,mb,,88,2.919,0.66,us,us20009n9j,2017-06-24T07:20:51.040Z,"41km ENE of Kandrian, Papua New Guinea",earthquake,10.4,9.5,0.116,23,reviewed,us,us
2017-06-17T03:40:37.270Z,38.891,26.2094,10,4.6,mb,,30,1.88,0.88,us,us20009n8a,2017-06-22T14:41:05.060Z,"16km SW of Plomarion, Greece",earthquake,4.2,1.6,0.083,43,reviewed,us,us
2017-06-17T01:21:43.700Z,-4.6719,153.1697,63.88,5,mb,,68,7.594,0.68,us,us20009n7t,2017-06-17T01:39:42.040Z,"27km SSE of Taron, Papua New Guinea",earthquake,8.7,6.1,0.057,97,reviewed,us,us
2017-06-17T00:17:12.960Z,51.6488,-173.3977,19.58,5.4,mww,,54,0.761,1.07,us,us20009n7f,2017-06-20T16:13:48.040Z,"82km SE of Atka, Alaska",earthquake,5.9,3.5,,,reviewed,us,us
2017-06-16T19:37:26.850Z,-62.8284,-161.0705,10,5.7,mww,,66,18.095,1.05,us,us20009n59,2017-06-17T14:52:20.040Z,"Pacific-Antarctic Ridge",earthquake,13.4,1.8,0.069,20,reviewed,us,us
2017-06-16T19:05:58.770Z,27.8351,139.5797,501.75,4.8,mb,,66,2.428,0.84,us,us20009n4w,2017-06-16T19:18:21.040Z,"273km WNW of Chichi-shima, Japan",earthquake,11.5,9.7,0.072,59,reviewed,us,us
2017-06-16T17:03:48.710Z,-16.7998,177.3521,10,4.9,mb,,95,1.153,0.52,us,us20009n4a,2017-06-29T16:47:50.551Z,"91km N of Lautoka, Fiji",earthquake,3.4,1.8,0.069,66,reviewed,us,us
2017-06-16T13:39:52.710Z,31.8692,131.7773,31.36,4.7,mb,,121,1.184,1.02,us,us20009mzi,2017-06-24T06:47:10.040Z,"33km E of Miyazaki-shi, Japan",earthquake,6.8,5.4,0.071,60,reviewed,us,us
2017-06-16T06:17:13.410Z,-3.0306,146.8278,10,4.7,mb,,67,1.118,1.17,us,us20009mxc,2017-06-16T06:34:13.040Z,"121km SSW of Lorengau, Papua New Guinea",earthquake,8.6,1.9,0.11,25,reviewed,us,us
2017-06-16T01:44:16.370Z,8.3402,126.5819,61.63,4.9,mb,,104,1.606,0.79,us,us20009mwd,2017-06-16T02:03:32.040Z,"25km NE of Barcelona, Philippines",earthquake,8.1,5.9,0.062,82,reviewed,us,us
2017-06-15T20:46:40.310Z,-4.2429,142.5843,113.17,4.5,mb,,100,6.85,1.13,us,us20009mur,2017-06-15T21:47:29.040Z,"28km W of Ambunti, Papua New Guinea",earthquake,8.8,8.6,0.095,33,reviewed,us,us
2017-06-15T19:16:48.160Z,12.8078,119.1529,34.29,4.6,mb,,124,7.318,0.79,us,us20009mtk,2017-06-15T20:42:12.040Z,"101km NW of Buluang, Philippines",earthquake,8.9,5.9,0.061,79,reviewed,us,us
2017-06-15T16:53:35.780Z,-17.7522,-178.5998,539.13,4.5,mb,,45,3.19,0.89,us,us20009mri,2017-06-28T21:33:49.040Z,"260km SE of Lambasa, Fiji",earthquake,11.1,6.3,0.037,216,reviewed,us,us
2017-06-15T15:05:27.690Z,-0.3461,132.4097,32.11,4.5,mb,,89,2.561,0.66,us,us20009mmd,2017-06-28T20:43:38.040Z,"142km ENE of Sorong, Indonesia",earthquake,9.1,5.5,0.073,55,reviewed,us,us
2017-06-15T11:42:15.940Z,-55.414,-124.7894,10,5.8,mww,,77,30.496,0.71,us,us20009msm,2017-06-15T19:43:50.040Z,"Southern East Pacific Rise",earthquake,6.5,1.9,0.08,15,reviewed,us,us
2017-06-15T10:41:00.130Z,-55.667,-28.1293,10,4.8,mb,,220,5.01,0.51,us,us20009mlj,2017-06-15T10:57:51.040Z,"128km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,13.7,2,0.116,23,reviewed,us,us
2017-06-15T09:54:32.500Z,-21.5039,-66.7896,217.09,4.8,mb,,30,1.932,1.37,us,us20009mlc,2017-06-15T10:21:17.040Z,"85km SW of Atocha, Bolivia",earthquake,6.6,7.5,0.07,62,reviewed,us,us
2017-06-15T03:56:08.220Z,13.1093,51.2105,10,4.5,mb,,163,8.322,0.64,us,us20009nus,2017-06-29T03:59:39.040Z,"138km N of Bereeda, Somalia",earthquake,12.1,2,0.089,37,reviewed,us,us
2017-06-15T03:45:02.240Z,4.169,-82.6712,10,4.7,mb,,82,4.38,0.88,us,us20009mkc,2017-06-29T02:46:04.040Z,"South of Panama",earthquake,7.5,1.9,0.039,194,reviewed,us,us
2017-06-15T03:11:06.400Z,19.785,122.5125,186.32,5.1,mww,,38,3.3,0.72,us,us20009mk9,2017-06-28T01:53:17.582Z,"86km SE of Uyugan, Philippines",earthquake,6.9,4.2,0.059,28,reviewed,us,us
2017-06-15T00:30:22.720Z,-30.5432,-177.7316,35,5,mb,,172,1.305,1.17,us,us20009nun,2017-06-23T19:51:58.040Z,"142km S of Raoul Island, New Zealand",earthquake,8.4,2,0.137,17,reviewed,us,us
2017-06-15T00:26:17.550Z,-30.5132,-178.0615,34,6,mww,,21,1.269,0.61,us,us20009mjp,2017-07-01T03:30:20.253Z,"129km NE of L'Esperance Rock, New Zealand",earthquake,6.4,1.8,0.058,29,reviewed,us,us
2017-06-14T23:58:52.030Z,15.3169,-97.1446,13.45,5.5,mww,,70,2.617,0.95,us,us20009mji,2017-07-01T00:39:15.067Z,"59km S of Puerto Escondido, Mexico",earthquake,6.4,2.9,0.037,72,reviewed,us,us
2017-06-14T21:14:52.490Z,13.9337,-92.3407,10,5.1,mb,,84,0.858,1.02,us,us20009mim,2017-06-29T23:16:23.946Z,"61km SW of Champerico, Guatemala",earthquake,5,1.8,0.04,204,reviewed,us,us
2017-06-14T20:56:13.461Z,56.474,-168.4144,27.8,4.5,ml,,,,0.8,ak,ak16186147,2017-06-14T21:20:29.868Z,"135km SE of City of Saint Paul, Alaska",earthquake,,1,,,reviewed,ak,ak
2017-06-14T09:47:48.360Z,2.5871,128.1657,51.92,4.9,mb,,105,1.972,0.92,us,us20009meb,2017-06-14T10:05:32.040Z,"96km N of Tobelo, Indonesia",earthquake,7.7,7.8,0.072,61,reviewed,us,us
2017-06-14T09:06:07.180Z,34.8368,72.8964,29.21,4.6,mb,,87,1.222,1.38,us,us20009me4,2017-06-14T09:22:47.040Z,"21km NW of Batgram, Pakistan",earthquake,4.8,5.5,0.085,42,reviewed,us,us
2017-06-14T07:52:43.440Z,14.7999,-91.9036,95.28,5,mb,,151,0.34,0.88,us,us20009mc1,2017-06-14T12:40:32.912Z,"1km E of Nuevo Progreso, Guatemala",earthquake,8.3,7.4,0.043,174,reviewed,us,us
2017-06-14T07:29:05.630Z,14.9823,-91.9882,94,6.9,mww,,63,0.536,1.4,us,us20009mbt,2017-06-22T13:18:51.457Z,"5km NNE of San Pablo, Guatemala",earthquake,5.5,2.1,0.026,146,reviewed,us,us
2017-06-14T07:23:54.950Z,14.3094,-93.014,28.94,5.4,mww,,78,1.295,1.16,us,us20009mbr,2017-06-14T17:24:37.040Z,"78km SW of Puerto Madero, Mexico",earthquake,7.3,3.9,0.098,10,reviewed,us,us
2017-06-14T06:38:48.810Z,14.2245,-93.1504,10.66,5.5,mww,,83,1.441,1.22,us,us20009mbf,2017-06-14T17:30:37.166Z,"95km SW of Puerto Madero, Mexico",earthquake,7.4,3.2,0.03,108,reviewed,us,us
2017-06-14T05:30:11.340Z,-23.0376,170.1925,10,4.9,mb,,80,2.531,1.39,us,us20009maz,2017-06-14T05:56:37.040Z,"203km WSW of Ile Hunter, New Caledonia",earthquake,3.8,1.9,0.081,48,reviewed,us,us
2017-06-14T00:25:37.310Z,-18.3238,168.7228,13.96,5.8,mww,,55,2.812,0.98,us,us20009m97,2017-06-20T21:50:45.894Z,"77km SSE of Port-Vila, Vanuatu",earthquake,8.7,3.5,0.071,19,reviewed,us,us
2017-06-13T21:24:11.530Z,13.8873,-92.2402,10,4.9,mb,,130,0.825,0.75,us,us20009m84,2017-06-29T01:02:03.040Z,"57km SW of Champerico, Guatemala",earthquake,6.2,1.9,0.05,127,reviewed,us,us
2017-06-13T19:38:19.000Z,33.6092,91.0571,41.8,4.7,mb,,45,3.894,0.68,us,us20009m7k,2017-06-14T14:40:41.040Z,"139km WSW of Tanggulashan, China",earthquake,8,6.1,0.039,197,reviewed,us,us
2017-06-13T18:02:39.010Z,-6.3171,147.6132,64.09,4.7,mb,,44,3.1,1.04,us,us20009m72,2017-06-14T14:02:25.040Z,"42km NW of Finschhafen, Papua New Guinea",earthquake,5.1,6.7,0.052,114,reviewed,us,us
2017-06-13T16:10:20.360Z,2.4126,126.8578,35,4.8,mb,,66,1.707,1,us,us20009m59,2017-06-28T13:51:08.040Z,"148km WNW of Tobelo, Indonesia",earthquake,8,1.9,0.066,74,reviewed,us,us
2017-06-13T14:31:57.990Z,28.0344,139.7351,438.2,4.6,mb,,26,2.366,0.7,us,us20009m4r,2017-06-27T19:13:59.040Z,"266km WNW of Chichi-shima, Japan",earthquake,10.5,6.5,0.037,215,reviewed,us,us
2017-06-13T14:03:17.120Z,13.7456,-92.2542,10,4.5,mb,,170,0.945,0.91,us,us20009m4l,2017-06-27T13:21:39.040Z,"71km SSW of Champerico, Guatemala",earthquake,7.1,1.9,0.065,69,reviewed,us,us
2017-06-13T11:48:43.080Z,-17.9366,-178.5111,576.78,4.8,mb,,84,3.278,0.85,us,us20009m4f,2017-06-16T17:55:14.392Z,"280km SE of Lambasa, Fiji",earthquake,11.4,6.3,0.032,307,reviewed,us,us
2017-06-13T08:43:53.340Z,13.8563,-92.2596,46.98,5,mb,,157,0.861,0.98,us,us20009m3v,2017-06-24T06:33:40.040Z,"61km SW of Champerico, Guatemala",earthquake,7.8,7.6,0.037,228,reviewed,us,us
2017-06-13T07:58:22.890Z,-24.2932,-67.0396,174.29,4.5,mb,,100,2.398,0.76,us,us20009m3n,2017-06-24T06:31:19.040Z,"73km W of San Antonio de los Cobres, Argentina",earthquake,10.7,8.6,0.075,52,reviewed,us,us
2017-06-13T04:37:27.760Z,13.8241,-92.3737,42.82,4.9,mb,,158,0.958,0.98,us,us20009m37,2017-06-28T01:42:31.040Z,"72km SW of Champerico, Guatemala",earthquake,7.1,7.5,0.028,394,reviewed,us,us
2017-06-13T04:34:28.630Z,5.1627,125.2353,37.79,4.5,mb,,135,1.925,0.46,us,us20009n2v,2017-06-29T04:28:42.040Z,"36km SW of Sarangani, Philippines",earthquake,4.3,10.8,0.14,15,reviewed,us,us
2017-06-13T04:28:26.330Z,38.2345,72.5744,130.56,4.5,mb,,94,1.009,0.95,us,us20009m32,2017-06-29T03:31:11.040Z,"99km E of Vanj, Tajikistan",earthquake,6.2,8,0.171,10,reviewed,us,us
2017-06-13T00:19:48.370Z,-4.7661,151.7217,133.87,4.8,mb,,49,6.459,0.9,us,us20009m2j,2017-06-13T02:39:56.040Z,"75km SW of Kokopo, Papua New Guinea",earthquake,8.8,7.6,0.089,39,reviewed,us,us
2017-06-12T23:53:00.150Z,-26.912,26.8132,5,4.8,mb,,74,2.183,0.68,us,us20009n2a,2017-06-17T03:46:26.040Z,"8km SSE of Stilfontein, South Africa",earthquake,3.1,1.9,0.197,8,reviewed,us,us
2017-06-12T22:25:39.580Z,-6.4164,145.7701,79.67,4.6,mb,,86,3.272,0.83,us,us20009m2c,2017-06-20T02:22:43.717Z,"17km SW of Kainantu, Papua New Guinea",earthquake,10.2,7.6,0.08,47,reviewed,us,us
2017-06-12T15:46:47.700Z,-5.6026,129.6829,36.66,5,mb,,44,2.857,0.47,us,us20009lzg,2017-06-26T18:21:02.040Z,"252km SSE of Saparua, Indonesia",earthquake,2.6,7.2,0.066,73,reviewed,us,us
2017-06-12T15:06:26.640Z,60.9547,167.2051,16.07,5.1,mb,,58,7.265,0.47,us,us20009lyk,2017-06-26T18:15:14.040Z,"81km NE of Tilichiki, Russia",earthquake,7.9,4.6,0.03,366,reviewed,us,us
2017-06-12T13:54:25.970Z,36.3624,71.223,77.59,4.6,mb,,87,0.922,0.68,us,us20009lyd,2017-06-26T16:16:02.040Z,"45km SW of Ashkasham, Afghanistan",earthquake,2.9,6.6,0.061,80,reviewed,us,us
2017-06-12T12:32:10.670Z,-18.6714,-172.0228,17.15,4.6,mb,,188,2.024,0.64,us,us20009n1v,2017-06-24T06:15:30.040Z,"206km E of Neiafu, Tonga",earthquake,13.9,10.8,0.158,12,reviewed,us,us
2017-06-12T12:28:39.070Z,38.9154,26.3713,12,6.3,mww,,40,1.762,0.82,us,us20009ly0,2017-06-30T22:34:16.076Z,"6km S of Plomarion, Greece",earthquake,5.1,1.7,0.035,78,reviewed,us,us
2017-06-12T06:27:14.510Z,7.0981,127.4101,54.2,4.5,mb,,109,1.817,1.15,us,us20009lx2,2017-06-12T09:44:25.745Z,"94km ESE of Santiago, Philippines",earthquake,8,6.6,0.072,56,reviewed,us,us
2017-06-12T04:30:36.730Z,3.6904,126.7757,56.82,5.4,mb,,65,2.958,0.88,us,us20009lww,2017-06-20T01:53:57.040Z,"238km SE of Sarangani, Philippines",earthquake,7.5,6.2,0.042,189,reviewed,us,us
2017-06-12T02:43:26.880Z,-31.5027,-71.7476,27,5.7,mww,,47,0.705,1.01,us,us20009lwp,2017-06-23T21:56:10.373Z,"57km WNW of Illapel, Chile",earthquake,3.6,1.7,0.052,35,reviewed,us,us
2017-06-12T02:04:51.170Z,-57.3865,-25.9594,68.66,4.5,mb,,124,6.695,0.51,us,us20009n29,2017-06-19T01:53:11.040Z,"107km SE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,15.6,6.8,0.128,18,reviewed,us,us
2017-06-12T00:09:05.310Z,6.4255,92.6617,31.58,4.5,mb,,135,4.426,0.52,us,us20009n1e,2017-06-17T03:32:23.040Z,"185km SSW of Mohean, India",earthquake,11.5,6.2,0.128,18,reviewed,us,us
